,SID,lemmatized,negative - AMBIENCE#GENERAL,negative - DRINKS#PRICES,negative - DRINKS#QUALITY,negative - DRINKS#STYLE_OPTIONS,negative - FOOD#PRICES,negative - FOOD#QUALITY,negative - FOOD#STYLE_OPTIONS,negative - LOCATION#GENERAL,negative - RESTAURANT#GENERAL,negative - RESTAURANT#PRICES,negative - SERVICE#GENERAL,neutral - AMBIENCE#GENERAL,neutral - DRINKS#PRICES,neutral - DRINKS#QUALITY,neutral - FOOD#PRICES,neutral - FOOD#QUALITY,neutral - FOOD#STYLE_OPTIONS,neutral - LOCATION#GENERAL,neutral - RESTAURANT#GENERAL,neutral - RESTAURANT#PRICES,neutral - SERVICE#GENERAL,positive - AMBIENCE#GENERAL,positive - DRINKS#QUALITY,positive - DRINKS#STYLE_OPTIONS,positive - FOOD#PRICES,positive - FOOD#QUALITY,positive - FOOD#STYLE_OPTIONS,positive - LOCATION#GENERAL,positive - RESTAURANT#GENERAL,positive - RESTAURANT#MISCELLANEOUS,positive - RESTAURANT#PRICES,positive - SERVICE#GENERAL
429,1108:2,tavukgöğsü başarı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,1109:0,berbat biyer rezervasyon yaptirdigim misafir rezil olmak rezalet biyer calisanlarin tavirlari ilgi hersey rezalet otesi,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,1110:1,çömlek ev yapimi yogurtlarini mutlaka deney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,1110:11,seyden ufak ufak tattik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,1110:12,yemek favori döner kavurmali pi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
434,1110:13,kavurmali pi tekrar ugrayacagim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,1110:14,tatlilarda tavuk gögsü gerçek leziz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
436,1110:15,irmik helvasinin tavuk gögsünden eksigi yok sekeri kivamindaydi hafif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
437,1110:2,eski zaman biraktigimiz gerçek yogurdun tadini yakalayacaksiniz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
438,1110:3,fiyati sak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1110:5,mükellef yemek sonrasi ortalama tl mekân çikabilirsiniz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,1110:6,dekorasyon zevk olmus özellikle mekanin ortasina konuslanmis bonsai agaç aldi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441,1110:8,iyi karsilandik son el üst tutmak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
442,1110:9,harikasiniz arkadaslar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
443,1111:0,bura sıkmak geliyorum levent çalışmak tercih etmek yer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,1111:1,yemek eski güzel özellikle mantı başarı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1111:2,gün çeşit çeşit ev yemek çıkmak olmak cazip ister zeytinyağ ister sıcak yemek i̇nsa gün fast food yemek alıkoymak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
446,1111:3,zeytinyağ tabak başarı salata porsiyon büyük tavsiye eder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
447,1112:1,oradakı koku olay bır hal care bulamak ıcın yazık mekân,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,1113:0,taksim tarz göre keyifle gitmek mekân,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,1113:4,hamburger hoş gitmek ny steak tavsiye etmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,1113:5,i̇çecek genelde bira sevmek kokteyl söylemek,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,1113:6,afiyet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
452,1114:0,artık happy moons beğenmek,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,1114:1,servi iyi çalışmak güleryüz yemek eski almak tat almak,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454,1114:2,bi tek çilek limonata beğendi tavsiye etmek,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
455,1115:0,ö manzara konu olabilecek son mekân filiz olmak,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
456,1115:1,zaman kayıp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1116:0,yemek fena degil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,1116:1,ozellikle zeytinyaglilari guzel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
459,1116:2,galat cevresinde zeytinyagli ev yemegivari yiyebilecegimiz nadir yer oldugu icin tercih etmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
460,1116:3,dunyanin yavas ev servis hizmet sunmak,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1116:4,hele ogle saat dakika beklemek hazir o,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,1116:5,ogle saat degilse dk beklemek goze almak gerekmek,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1116:6,son soyledigimiz firinda makarnasi kuru gelmek siparis vermek kararmak vermek,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,1117:0,manzarasi güzel dekorasyon başarı kahvaltı gitmek kahvaltı güzel omlet beğenmek tat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
465,1117:1,geri kala hersey taze kayı ceviz süslemek hoş gitmek kahvaltı fresh hava katmak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
466,1117:2,kahvaltı gitmek garson servis eder görmek kadar yemek porsiyon küçük sunu hoş gitmek,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
467,1117:3,kısa manzara gidilebilinir yer sade,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,1118:0,i̇lk ev yıldönümü yemek yemiş karşılamak gayet güzel kibar çalışmak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
469,1118:1,sunu beğenmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,1118:2,saki mutlu yemek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
471,1118:3,tekrar gitmek düşünür,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
472,1119:0,klâsik rakı balık fasıl üçlemek sıkmak meze odaklamak isteyenler iyi alternatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
473,1119:1,manzara iyi seçenek sunmak lakerda başta üzere bütün meze denemek değmek,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,1119:2,fıstık peynir meze bura özel lezzet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
475,1119:3,kişi baş lira rakı meze güzel akşam geçirmek garanti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
476,1120:0,konu cok guzel yer manzarasi enfes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
477,1120:1,limonatasi kocamak lezzet ayvalik tos nu yeni yorumlamak farkli hale getirmisler fena degildi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
478,1120:2,mekanin buyuk sıkıntı hizmet kalite cok cok yavaslar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,1120:3,gore mekân olmasi gerekmek onemli ozellik hizmet kalite buyuk kurtaricisi lokasyon muhtesem bogaz manzarasi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
480,1121:0,sinirsz kahvalti keyfî harika yer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
481,1121:1,manzarasi cok güzel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
482,1121:2,garson güler yüxlü olabilir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,1121:3,tl kisi basi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
484,1121:4,zengin acik büfe menü,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
485,1121:5,keyif yer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
486,1122:0,son zaman büyük hayal kırık,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,1122:1,büyük merak gelip yemek haz etmek başka yer olmak,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,1122:2,garson arkadaş mekân manzara hizmet şahane lezzet adına söylemek yok,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
489,1122:3,köprü alt yer kalamar ko ön,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,1122:5,yeşilköy efsane sürmek,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,1123:0,yıllamak önce keyif mekân sayı az sıklıkla tercih etmek mekân sayı artmak geri plan itmek mekân,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
492,1123:1,bahçe i̇nsa huzur veriyordu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
493,1124:0,manzara guzel servis rezalet kere soylemeden getirmek kere degil kere dusunun gelir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
494,1125:0,yan benzin yan mezar manzara çok tutmak cafe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
495,1125:1,üst olmak çabuk direksiyon kırmak vakit oturmak kolay tercih et,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
496,1125:2,bahçe keyif yemek kötü değmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,1125:3,arka içmek kahve beklesekte fazla beklenti cafe olmak not verdi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
498,1126:1,besiktas barbaros bulunmak sampi sabaha acik ge cani cekenler icin ideal paket servi kapali kasarlisi cok lezzet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
499,1127:0,pizzalarini fena bulmadim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,1127:1,acikcasi cok ayilip bayilani kali hamur pizzalari seviyorum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1127:2,pizzeria trio pizzalari guzel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
502,1127:4,et kot net geri kala urunleri fena sayilmazdi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,1127:5,i̇nanilmaz manzara sahip mekân,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
504,1127:6,pizza sarap manzara kombi icin gitmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
505,1128:0,özellikle bahçe tercih edinmek gitmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,1128:1,açık âlâ gayet rahat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,1128:3,içecek güzel fastfood tarz atıştırmak tercih etmek tavsiye etmek,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
508,1128:4,yemek fena değmek porsiyon ufak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1128:6,fiyat fazla,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,1129:0,burasi eski favori yer menü degisti artik eski menudeki yemek tadi ayni degil lezzet cok kötü,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,1129:1,lezzet disinda degerlendirirsek dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyif mekân,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
512,1130:1,tat başka aşşkın kuruçeşme iyi mekân demek arkadaş kahve içip sohbet etmek bura başka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
513,1131:0,kadıköy ün bira cennet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,1131:1,eski çalışmak iyi samimî düşünmek,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,1131:2,mevcut çalışmak marjinal görünüm yadırgamak birlik marjinal görüntü hafif cool davranmak kaçmak hizmet olumsuz yansımak,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,1131:3,gülümsemek çalışmak profil olmak,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1131:4,hizmet ortalama yemek ortalama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
518,1131:5,bol çeşit bira denemek müzik dinlemek gitmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
519,1132:0,yemek vasat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,1132:1,zaman yoğ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,1132:2,içeri müzik birbiri duymak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,1132:3,servis eleman kâp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,1132:4,sade fiyat makul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
524,1132:5,menü kısıt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,1133:0,cizbiz koftesi sutis moccachinosu dtox corbasi haftasonu hahvalti zenginligiyle tavsiye edebilecegim mekân manzarasi ulasim rahatligi konforuyle deneme tavsiye eder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
526,1134:0,sosyal medya ün olmak kalite düşürmek mekân tane,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,1134:2,arkadaş aşk memnu söylemek cheescake söylemek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,1134:3,i̇kisi durmak kötü kalite malzeme kul,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,1134:4,az ad özdeş tatlı öze göstermek beklemek,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,1134:5,manzara vermek yer mantık işletme kuruçeşme olmak üzmek,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,1134:6,önermek emin aynı güzel manzara sahip yemek müşteri saygı gerek taze iyi malzeme yapmak yer bulabilirsiniz civar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
532,1135:0,anzarasi harika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
533,1135:1,burasi hafta ugramaya çalistigim manzarasina bayildigim mekân,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,1135:2,seyler yemek iyi denemek,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,1135:3,pastalari sinif pastane mamul,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,1135:4,ayrica genelde kalabalik olmasi neden yer kapmak bayagi ugrasmak gerekmek,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,1136:0,servis vasat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,1136:1,çatal bıçak pis ceviz baklava şerbet i̇nsa mide bulandiriyor,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,1136:2,ayrı baklava yanmak,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1136:3,fıstık tatlı idare eder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,1137:0,karakoyde yer âlâ siri cafe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
542,1137:10,cin cayi tadi cok guzeldi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
543,1137:11,kavun aromasinin kivami yer ic ic bitmek tur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
544,1137:2,sıkmak sıkmak gelip butun caylardan denemek lazim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
545,1137:3,fiyat yuksek verdiginiz para degiyo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
546,1137:4,dekorasyon cok hos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
547,1137:5,cok rahat koltuklari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
548,1137:6,oturup saatlerce kalite caymak esliginde muhabbet etmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
549,1137:8,buz caymak hayatimda ictigim iyi buz caydi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
550,1137:9,sekmek orani yer cok ferahlatiyordu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
551,1138:0,fiyat performans gitmek mekân uz kebap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
552,1138:1,piyasa bulunmak kebap göre tıkmak iyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
553,1138:2,haftasonu gezmek gitmek açmak kalmak yemek yemek hemen kalkmak mantık gitmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,1139:0,berbat yer insanlarin sefil oldugu göcmen burosuna sır beklemek hissetmek rezalet,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,1139:2,para rezil ister buyru derim,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,1140:1,menusundeki hemen hemen hersey oldukca lezzet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
558,1140:2,ozellikle acik bufe sabah kahvaltisi ev yapiyormus keyif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
559,1141:0,standart kahvalti orta servis mekanin konu çitayi yükselmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
560,1141:1,özellikle servis elemani sezgi bey in is iyi yapmasi herkes esit ayni güler yüz ilgilenmek masa arasi slalom yapmak istegi ikilemek hep sempati takdir kazandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
561,1141:2,göksu gitmek hos cafe bence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562,1142:0,geniş bahçe tera lokasyon yakı arkadaş yazmak akşamlaında açık haavada nargile keyfî yapmak mekân,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
563,1143:0,ulasim oldukca kolay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
564,1143:1,otoparki vale sistem calisiyor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,1143:2,cevir duzenlemesi okadar guzel yapilmiski yemek tatmak iyi gelmek demek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
566,1143:3,et meze salât patates kizartmasi kesinlikle akis dusundurmuyor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
567,1143:4,ayri lezzet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
568,1144:0,acildigindan ara sira gitmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
569,1144:2,icin artik gitmek,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
